trialDate,hatchDate,startTime,startTemp,endTemp,trialRound,fishID,fatigueTime,VIEtag,treatment,nomconc,TLcm,weightg,Refused,NOTES
7/19/21,5/21/21,8:14,19,19,1,1,0:03:00,BB,blue,1000,7.8,2.1,y,
7/19/21,5/21/21,8:14,19,19,1,2,0:03:00,BR,red,100,6.9,1.3,y,
7/19/21,5/21/21,8:14,19,19,1,3,0:03:00,YB,green,1,6,0.8,y,
7/19/21,5/21/21,8:14,19,19,1,4,0:03:00,YB,green,1,7.9,2,y,
7/19/21,5/21/21,8:14,19,19,1,5,0:03:00,BB,blue,1000,7.3,1.4,y,
7/19/21,5/21/21,8:14,19,19,1,6,0:03:00,BB,blue,1000,5.5,0.7,y,
7/19/21,5/21/21,8:14,19,19,1,7,0:03:00,BB,blue,1000,7.2,1.4,y,
7/19/21,5/21/21,8:14,19,19,1,8,0:03:00,BR,pink,500,6.9,1.7,y,
7/19/21,5/21/21,8:14,19,19,1,9,0:15:26,YY,yellow,10,7.2,1.7,n,
7/19/21,5/21/21,8:14,19,19,1,10,0:45:06,BR,pink,500,7.4,1.7,n,
7/19/21,5/21/21,9:35,19,19.2,2,11,0:02:00,RY,white,0,7.1,1.4,y,
7/19/21,5/21/21,9:35,19,19.2,2,12,0:03:10,YB,green,1,6.6,1.4,y,
7/19/21,5/21/21,9:35,19,19.2,2,13,0:03:30,YY,yellow,10,7.9,2,y,
7/19/21,5/21/21,9:35,19,19.2,2,14,0:03:30,YY,yellow,10,6.7,1.1,y,
7/19/21,5/21/21,9:35,19,19.2,2,15,0:03:30,BY,green,1,6.5,1.3,y,
7/19/21,5/21/21,9:35,19,19.2,2,16,0:03:30,BB,blue,1000,7.4,1.7,y,
7/19/21,5/21/21,9:35,19,19.2,2,17,0:03:55,RY,white,0,7,1.4,y,
7/19/21,5/21/21,9:35,19,19.2,2,18,0:11:51,BY,green,1,8.1,2.4,n,
7/19/21,5/21/21,9:35,19,19.2,2,19,0:51:19,BY,green,1,7.1,1.4,n,
7/19/21,5/21/21,9:35,19,19.2,2,20,1:12:17,YY,yellow,10,,,n,no data for TL and Mass
7/19/21,5/21/21,11:20,19.2,19.5,3,21,0:02:04,RR,red,100,7.1,1.7,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,22,0:02:24,BR,pink,500,7.6,1.8,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,23,0:02:24,BR,pink,500,6.8,0.9,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,24,0:02:24,BR,pink,500,7.9,2.3,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,25,0:02:55,BR,pink,500,7.5,2.3,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,26,0:03:13,RY,white,0,6.8,1.1,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,27,0:03:13,BY,green,1,6.2,0.8,y,
7/19/21,5/21/21,11:20,19.2,19.5,3,28,0:07:16,YY,yellow,10,6.8,1.1,n,
7/19/21,5/21/21,11:20,19.2,19.5,3,29,0:09:30,BB,blue,1000,7.9,2.2,n,
7/19/21,5/21/21,11:20,19.2,19.5,3,30,0:15:34,BY,green,1,7.8,1.9,n,
7/19/21,5/21/21,12:10,19.5,20.1,4,31,0:02:29,YB,green,1,7,1.4,y,
7/19/21,5/21/21,12:10,19.5,20.1,4,32,0:02:53,BY,green,1,6.4,1.2,y,
7/19/21,5/21/21,12:10,19.5,20.1,4,33,0:02:53,BB,blue,1000,7.4,2.1,y,
7/19/21,5/21/21,12:10,19.5,20.1,4,34,0:02:53,RR,red,100,8.2,2.6,y,
7/19/21,5/21/21,12:10,19.5,20.1,4,35,0:03:32,BR,pink,500,6.6,1.1,y,
7/19/21,5/21/21,12:10,19.5,20.1,4,36,0:07:02,BB,blue,1000,7.7,2,n,
7/19/21,5/21/21,12:10,19.5,20.1,4,37,0:07:25,YR,white,0,7.4,1.6,n,
7/19/21,5/21/21,12:10,19.5,20.1,4,38,0:10:11,BY,green,1,7.4,1.7,n,
7/19/21,5/21/21,12:10,19.5,20.1,4,39,0:12:16,RR,red,100,8.4,2.3,n,
7/19/21,5/21/21,12:10,19.5,20.1,4,40,1:30:20,BB,blue,1000,8.6,2.6,n,
7/20/21,5/21/21,8:10,18.4,18.3,5,41,0:01:42,RR,red,100,7.5,2,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,42,0:02:16,YB,green,1,7.3,1.7,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,43,0:02:29,RR,red,100,7.9,2.5,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,44,0:02:29,BB,blue,1000,6.2,0.9,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,45,0:02:29,RR,red,100,7.8,2.4,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,46,0:02:29,BR,pink,500,6.8,1.2,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,47,0:02:29,BB,blue,1000,8.1,2.5,y,
7/20/21,5/21/21,8:10,18.4,18.3,5,48,0:07:47,BR,pink,500,7.5,1.8,n,
7/20/21,5/21/21,8:10,18.4,18.3,5,49,0:17:07,YB,green,1,7.5,1.8,n,
7/20/21,5/21/21,8:10,18.4,18.3,5,50,1:08:08,RR,red,100,7.4,1.7,n,
7/20/21,5/21/21,9:50,18.3,18.6,6,51,0:02:32,YR,white,0,5.8,1.4,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,52,0:02:32,YY,yellow,10,7.2,1.7,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,53,0:02:32,BR,pink,500,7.9,2.2,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,54,0:02:32,BR,pink,500,7.4,2,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,55,0:02:32,YY,yellow,10,7.9,2.4,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,56,0:02:32,RB,pink,500,7.3,1.8,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,57,0:02:32,YB,green,1,7.4,1.8,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,58,0:02:32,RY,white,0,7.9,2.3,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,59,0:02:32,YY,yellow,10,7.2,1.5,y,
7/20/21,5/21/21,9:50,18.3,18.6,6,60,0:58:25,YB,green,1,6.8,1.3,n,
7/20/21,5/21/21,11:25,18.6,19.4,7,61,0:01:47,YY,yellow,10,6.5,1.3,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,62,0:01:47,RR,red,100,6.5,1,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,63,0:01:47,RY,white,0,8.3,2.5,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,64,0:01:47,RB,pink,500,8.4,2.4,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,65,0:01:47,RY,white,0,7.5,1.8,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,66,0:01:47,BR,pink,500,7.5,1.9,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,67,0:01:47,BB,blue,1000,7.7,2.4,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,68,0:01:47,BB,blue,1000,7.2,1.3,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,69,0:01:47,RR,red,100,8.5,2.3,y,
7/20/21,5/21/21,11:25,18.6,19.4,7,70,2:00:00,RR,red,100,8.5,2.2,n,
7/20/21,5/21/21,13:59,19.4,20.1,8,71,0:01:48,RY,white,0,8,2.3,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,72,0:01:48,RB,pink,500,7,1.4,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,73,0:02:54,RY,white,0,8.1,1.9,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,74,0:02:54,BY,green,1,6.8,1.4,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,75,0:03:36,YY,yellow,10,7.7,2.3,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,76,0:03:57,RR,red,100,7,1.7,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,77,0:04:12,YY,yellow,10,7.4,1.6,y,
7/20/21,5/21/21,13:59,19.4,20.1,8,78,0:04:36,BB,blue,1000,5.8,0.9,y,fish 071 to 078 mostly refused to swim 
7/20/21,5/21/21,13:59,19.4,20.1,8,79,0:05:45,RR,red,100,8.5,2.6,n,
7/20/21,5/21/21,13:59,19.4,20.1,8,80,0:40:51,RR,red,100,8.1,2,n,
7/21/21,5/21/21,8:13,17.9,18.1,9,81,0:01:42,BR,pink,500,7.9,1.6,y,curved back/spinner 
7/21/21,5/21/21,8:13,17.9,18.1,9,82,0:01:42,BY,green,1,6.7,1.1,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,83,0:02:23,YY,yellow,10,7.8,2,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,84,0:02:42,RY,white,0,8.8,2.4,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,85,0:02:42,BR,pink,500,8,1.2,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,86,0:02:42,BR,pink,500,7.1,1.4,y,nemo â€” one smaller fin
7/21/21,5/21/21,8:13,17.9,18.1,9,87,0:02:42,YB,green,1,8.6,2.4,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,88,0:03:30,RY,white,0,7.5,1.2,y,
7/21/21,5/21/21,8:13,17.9,18.1,9,89,1:16:00,RY,white,0,9.1,2.5,n,
7/21/21,5/21/21,8:13,17.9,18.1,9,90,1:51:00,YB,green,1,7.8,1.6,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,91,0:01:20,BB,blue,1000,5.2,0.4,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,92,0:01:30,YY,yellow,10,7.6,1.4,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,93,0:01:46,BR,pink,500,7,1,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,94,0:01:46,BB,blue,1000,7.4,1.4,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,95,0:02:10,YB,green,1,7.9,1.8,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,96,0:02:10,YB,green,1,7.8,1.8,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,97,0:03:00,BB,blue,1000,7,1.2,y,
7/21/21,5/21/21,10:40,18.1,18.4,10,98,0:03:07,YY,yellow,10,7.9,1.7,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,99,0:03:53,YY,yellow,10,8.6,2.1,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,100,0:04:23,RY,white,0,8.8,2.5,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,101,0:04:58,RR,red,100,8.9,2.2,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,102,0:06:16,BY,green,1,7.4,1.6,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,103,0:08:18,YY,yellow,10,7.8,1.7,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,104,0:12:28,YY,yellow,10,7.3,1.3,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,105,0:17:28,BB,blue,1000,7.9,1.3,n,
7/21/21,5/21/21,10:40,18.1,18.4,10,106,0:44:57,BR,pink,500,8.8,1.7,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,107,0:01:50,YB,green,1,7.2,1.4,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,108,0:01:50,RR,red,100,6.6,1,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,109,0:01:50,YY,yellow,10,6.7,1.1,y,nemo fin
7/21/21,5/21/21,11:58,18.4,19.6,11,110,0:01:50,BR,pink,500,7.5,1.4,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,111,0:01:50,YY,yellow,10,9.1,2.1,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,112,0:01:50,RR,red,100,9.2,2.7,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,113,0:01:50,BB,blue,1000,9.2,3.7,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,114,0:01:50,R?R,red,100,7.4,1.4,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,115,0:03:00,YB,green,1,6.4,0.9,y,
7/21/21,5/21/21,11:58,18.4,19.6,11,116,0:05:23,RR,red,100,8.3,1.9,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,117,0:07:33,YY,yellow,10,7.7,1.5,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,118,0:11:56,YB,green,1,6.8,1,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,119,0:29:24,RY,white,0,7.9,1.8,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,120,1:00:26,BR,pink,500,9,2.4,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,121,1:00:45,BB,blue,1000,7.8,1.6,n,
7/21/21,5/21/21,11:58,18.4,19.6,11,122,2:00:00,RY,white,0,10.1,3.2,n,ended trial at 2hrs
7/21/21,5/21/21,14:33,19.8,20.6,12,123,0:01:28,BR,pink,500,4.8,0.2,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,124,0:01:28,YY,yellow,10,6.2,0.9,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,125,0:01:28,RY,white,0,8,2,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,126,0:02:09,BY,green,1,8.2,1.8,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,127,0:02:20,BY,green,1,5.5,0.5,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,128,0:02:40,BB,blue,1000,6.2,1,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,129,0:02:52,RY,white,0,7.9,1.5,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,130,0:03:11,BB,blue,1000,7.9,2,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,131,0:03:20,YY,yellow,10,7.8,2,y,
7/21/21,5/21/21,14:33,19.8,20.6,12,132,0:03:36,RR,red,100,7.4,1.3,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,133,0:03:51,YY,yellow,10,7.2,1.5,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,134,0:07:29,BR,pink,500,8.8,2.8,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,135,0:10:50,RR,red,100,7.2,1.5,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,136,0:42:00,RR,red,100,8.5,2.2,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,137,1:24:26,RY,white,0,9.3,2.4,n,
7/21/21,5/21/21,14:33,19.8,20.6,12,138,1:27:03,YY,yellow,10,9.4,2.7,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,139,0:01:20,RY,white,0,9,3,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,140,0:01:20,RR,red,100,8.7,2.1,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,141,0:01:20,RR,red,100,6,1.1,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,142,0:01:20,BB,blue,1000,7.3,1.5,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,143,0:01:20,BY,green,1,6.6,0.9,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,144,0:01:20,RY,white,0,7.1,1,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,145,0:01:20,BB,blue,1000,6.2,0.7,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,146,0:02:36,BB,blue,1000,8.4,2.3,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,147,0:02:52,BB,blue,1000,7.9,2,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,148,0:03:08,RR,red,100,8,1.5,y,
7/22/21,5/21/21,8:16,17.9,17.9,13,149,0:06:13,YY,yellow,10,9.5,3.1,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,150,0:09:00,RY,white,0,8.8,2.4,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,151,0:15:58,BR,pink,500,7.8,1.8,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,152,0:16:40,RR,red,100,8.5,2.4,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,153,0:37:28,RB,pink,500,7,1.5,n,
7/22/21,5/21/21,8:16,17.9,17.9,13,154,1:04:45,YY,yellow,10,8.9,2.7,n,
7/22/21,5/21/21,9:56,17.9,18.5,14,155,0:01:17,BB,blue,1000,7.7,2.2,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,156,0:01:17,RR,red,100,6.8,1.3,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,157,0:01:30,BR,pink,500,7.3,1,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,158,0:01:43,BR,pink,500,6.7,1.2,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,159,0:01:56,R,,,7.2,0.7,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,160,0:02:15,YB,green,1,8,1.6,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,161,0:02:45,BR,pink,500,7.4,1.3,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,162,0:02:50,BR,pink,500,5.6,0.2,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,163,0:03:00,RY,white,0,7.6,1.8,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,164,0:03:24,RR,red,100,6.7,0.8,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,165,0:03:30,RY,white,0,9,1.8,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,166,0:03:53,Y,,,6,0.5,y,
7/22/21,5/21/21,9:56,17.9,18.5,14,167,0:07:13,BR,pink,500,7.5,1,n,
7/22/21,5/21/21,9:56,17.9,18.5,14,168,0:14:35,BR,pink,500,6.9,0.8,n,
7/22/21,5/21/21,9:56,17.9,18.5,14,169,0:36:09,BR,pink,500,8.2,1.5,n,
7/22/21,5/21/21,9:56,17.9,18.5,14,170,0:37:22,BB,blue,1000,9.2,3,n,
7/22/21,5/21/21,9:56,17.9,18.5,14,171,2:00:00,RY,white,0,10.9,4.3,n,ended trial at 2hrs
7/22/21,5/21/21,9:56,17.9,18.5,14,172,2:00:00,YY,yellow,10,8.2,1.6,n,ended trial at 2hrs
7/28/21,5/21/21,8:12,19,19,15,173,0:01:20,RY,white,0,9.2,3.3,y,
7/28/21,5/21/21,8:12,19,19,15,174,0:01:36,RR,red,100,7.6,1.9,y,
7/28/21,5/21/21,8:12,19,19,15,175,0:01:55,YB,green,1,7.5,1.6,y,
7/28/21,5/21/21,8:12,19,19,15,176,,YY,yellow,10,7.8,1.9,y,
7/28/21,5/21/21,8:12,19,19,15,177,,BB,blue,1000,8.4,2.4,y,
7/28/21,5/21/21,8:12,19,19,15,178,,YB,green,1,8,1.8,y,
7/28/21,5/21/21,8:12,19,19,15,179,0:02:20,RY,white,0,8.5,2.1,y,
7/28/21,5/21/21,8:12,19,19,15,180,0:02:33,RY,white,0,8.8,2.9,y,
7/28/21,5/21/21,8:12,19,19,15,181,0:03:55,YY,yellow,10,8.1,2.3,y,
7/28/21,5/21/21,8:12,19,19,15,182,0:16:26,BB,blue,1000,7,1.8,n,
7/28/21,5/21/21,8:12,19,19,15,183,0:22:39,RR,red,100,7.3,1.5,n,
7/28/21,5/21/21,8:12,19,19,15,184,0:23:59,BR,pink,500,9.4,3.5,n,
7/28/21,5/21/21,8:12,19,19,15,185,0:52:15,YB,green,1,8.4,2.7,n,
7/28/21,5/21/21,8:12,19,19,15,186,2:00:00,BR,pink,500,9.3,3.2,n,
7/28/21,5/21/21,8:12,19,19,15,187,2:00:00,YB,green,1,9.5,3.8,n,
7/28/21,5/21/21,8:12,19,19,15,188,2:00:00,RR,red,100,10.2,3.8,n,
7/28/21,5/21/21,10:47,19,20,16,189,0:01:20,RR,red,100,7.8,2,y,
7/28/21,5/21/21,10:47,19,20,16,190,0:01:41,RR,red,100,6.9,1.3,y,
7/28/21,5/21/21,10:47,19,20,16,191,0:02:13,BR,pink,500,7.5,1.9,y,
7/28/21,5/21/21,10:47,19,20,16,192,0:02:35,YB,green,1,8.5,2.7,y,
7/28/21,5/21/21,10:47,19,20,16,193,0:02:50,YB,green,1,8.5,2.4,y,
7/28/21,5/21/21,10:47,19,20,16,194,0:02:51,BB,blue,1000,9.1,3.6,y,
7/28/21,5/21/21,10:47,19,20,16,195,0:03:03,RY,white,0,8.7,2.8,y,
7/28/21,5/21/21,10:47,19,20,16,196,0:03:14,YB,green,1,8.8,3.3,y,
7/28/21,5/21/21,10:47,19,20,16,197,0:03:26,BR,pink,500,8.3,2.7,y,
7/28/21,5/21/21,10:47,19,20,16,198,0:03:30,YY,yellow,10,8.2,2.8,y,
7/28/21,5/21/21,10:47,19,20,16,199,0:04:22,BR,pink,500,8.9,2.7,y,
7/28/21,5/21/21,10:47,19,20,16,200,0:08:09,YB,green,1,8.6,2.4,n,
7/28/21,5/21/21,10:47,19,20,16,201,0:08:43,YY,yellow,10,7.3,1.7,n,
7/28/21,5/21/21,10:47,19,20,16,202,1:15:15,RY,white,0,9.7,3.7,n,
7/28/21,5/21/21,10:47,19,20,16,203,2:00:00,YB,green,1,9.1,3.2,n,
7/28/21,5/21/21,10:47,19,20,16,204,2:00:00,BR,pink,500,9.4,2.8,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,205,0:02:16,BB,blue,1000,9.3,3.8,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,206,0:02:33,RY,white,0,9.7,4.4,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,207,0:02:56,YY,yellow,10,9.3,3.2,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,208,0:03:23,BR,pink,500,9.9,4.1,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,209,0:03:36,BR,pink,500,8.5,3,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,210,0:04:10,YY,yellow,10,7.9,2.3,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,211,0:04:36,YB,green,1,9.4,3.4,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,212,0:04:53,YY,yellow,10,8.9,2.6,y,
7/29/21,5/21/21,8:30,19.1,19.3,17,213,0:08:48,BB,blue,1000,8.9,3.4,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,214,0:09:37,BR,pink,500,8.5,2.6,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,215,0:40:03,RR,red,100,9,3.2,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,216,1:19:15,BR,pink,500,9,2.7,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,217,1:43:21,YY,yellow,10,8.2,2.1,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,218,1:44:23,RY,white,0,7.8,2.2,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,219,2:00:00,BB,blue,1000,8.9,3.1,n,
7/29/21,5/21/21,8:30,19.1,19.3,17,220,2:00:00,RR,red,100,9.9,3.6,n,
7/29/21,5/21/21,11:04,19.3,20.4,18,221,0:01:53,BB,blue,1000,9.2,3.8,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,222,0:02:07,BR,pink,500,9.4,3.5,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,223,0:02:24,RR,red,100,9.4,4,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,224,0:02:27,BB,blue,1000,8.1,2.6,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,225,0:02:40,BB,blue,1000,7.5,2.2,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,226,0:03:01,RR,red,100,9.2,3.6,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,227,0:03:14,YY,yellow,10,8.6,2.9,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,228,0:03:21,BB,blue,1000,7.8,2.2,y,
7/29/21,5/21/21,11:04,19.3,20.4,18,229,0:14:35,YY,yellow,10,7.4,1.6,n,
7/29/21,5/21/21,11:04,19.3,20.4,18,230,0:16:10,YY,yellow,10,8.6,2.6,n,
7/29/21,5/21/21,11:04,19.3,20.4,18,231,0:47:06,RY,white,0,8.8,2.9,n,
7/29/21,5/21/21,11:04,19.3,20.4,18,232,1:38:45,RR,red,100,7.9,2.3,n,
7/29/21,5/21/21,11:04,19.3,20.4,18,233,2:00:00,RY,white,0,8.8,2.9,n,
7/30/21,5/21/21,8:41,19.2,19.4,19,234,0:01:19,RY,white,0,9.8,3.8,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,235,0:01:41,YY,yellow,10,8.8,2.9,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,236,0:01:55,BB,blue,1000,7.9,2,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,237,0:02:08,RR,red,100,8.9,2.6,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,238,0:03:30,YB,green,1,9.3,2.5,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,239,0:03:42,BR,pink,500,7.7,2.3,y,
7/30/21,5/21/21,8:41,19.2,19.4,19,240,0:05:22,RR,red,100,8.6,3.8,n,
7/30/21,5/21/21,8:41,19.2,19.4,19,241,2:00:00,YB,green,1,9,2.9,n,
7/30/21,5/21/21,8:41,19.2,19.4,19,242,2:00:00,RR,red,100,9.2,3.4,n,
7/30/21,5/21/21,8:41,19.2,19.4,19,243,2:00:00,RY,white,0,9.3,2.2,n,
7/30/21,5/21/21,8:41,19.2,19.4,19,244,2:00:00,RY,white,0,8.2,1.9,n,